Date,ProductAsin,RatingScore,ReviewDescription,ReviewId,ReviewReaction,ReviewTitle,ReviewUrl,TotalCategoryRatings,TotalCategoryReviews,Variant
2024-07-27,B09Y5MK1KB,4,The colour is very nice and in this range it is worth buying. The sound is also good.,R2LI035KC9H7PC,0,Nice colour and worth buying,https://www.amazon.in/gp/customer-reviews/R2LI035KC9H7PC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Mint Green
2024-07-29,B09Y5MK1KB,4,the buds are comfortable and can be used for 2 hours straight. The battery life is also good and the audio quality can be a tad bit better but it's worth it for the price,R3PAVPBH2EGIK7,1,good,https://www.amazon.in/gp/customer-reviews/R3PAVPBH2EGIK7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Charcoal Black
2024-08-06,B09Y5MK1KB,4,Nice sound quality at reasonable price,R11VUMVMDWGMK5,0,Touch controls,https://www.amazon.in/gp/customer-reviews/R11VUMVMDWGMK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Snow White
2024-05-22,B0C23MGYWM,5,"### Product Review: Noise AirBuds#### Rating: ★★★★☆ (4/5)**Build Quality: ★★★★★ (5/5)**The Noise AirBuds boast excellent build quality with a solid, premium feel. The charging case is sturdy and compact, offering good protection and secure magnetic closure.**Sound Quality: ★★★☆☆ (3/5)**Sound quality is decent for casual listening. The bass is present but not overwhelming, with clear mids and highs, though they might lack some depth for audiophiles. Suitable for everyday use like podcasts, calls, and music.",R3ML4AA8ND7MYK,1,Best at this price range,https://www.amazon.in/gp/customer-reviews/R3ML4AA8ND7MYK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 60 HoursColour: Matte Black
2024-06-25,B0C23MGYWM,4,"This product is better performance and affordable price, nice product, because I am happy for buy this product.",R1MUXFGWLEI4S0,0,Best product,https://www.amazon.in/gp/customer-reviews/R1MUXFGWLEI4S0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 60 HoursColour: Matte Black
2024-07-05,B0C23MGYWM,1,"It hasn't worked properly for even 2 years. It doesn't get charged now. Once it shows 80% charged and just after a minute, it shows 10% charged. Highly Disappointing from last 6 months. And it doesn't support during the phone calls properly.",R762BO1YKKR7J,0,It hasn't worked properly for even 2 years.,https://www.amazon.in/gp/customer-reviews/R762BO1YKKR7J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 14 HoursColour: Olive Green
2024-07-27,B0C23MGYWM,5,Quality is good. sound quality is also good,RLP81IN71OBLK,0,Quality is very nice,https://www.amazon.in/gp/customer-reviews/RLP81IN71OBLK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 60 HoursColour: Matte Black
2024-07-26,B0C23MGYWM,3,"Great sound quality, no connectivity issue with full clarity. Must buy product",R1XX8ALVSWXU55,0,Good quality earbuds,https://www.amazon.in/gp/customer-reviews/R1XX8ALVSWXU55/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 14 HoursColour: Charcoal Black
2024-07-26,B0C23MGYWM,5,"I like it sound quality good, ease for use, clarity ",R3FF84FNA50YR6,0,Good long play time.,https://www.amazon.in/gp/customer-reviews/R3FF84FNA50YR6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 60 HoursColour: Matte Black
2022-08-18,B0C23MGYWM,4,"I really liked how this is quite budget-friendly and the packaging is neat with a bunch of stickers, an instruction manual, C-type charging cable and additional buds of various sizes.Personally, when asked if this was a hit or a miss, I'd say it's in-between. The sound quality at this rate is undebatable (though initially you'd find the quality to be a bit too crisp which I disliked) but the bass was a big letdown. I was expecting it to be something of similar bass like BoAt's since both are quite budget-friendly but, looks like that was a huge miss for me. No matter how much I play around with the settings the bass just couldn't be amplified.Battery backup is chef's kiss and charges quickly too!So overall this product gets a 7.5/10 from me.",RYWDWQO4UYU08,10,You get what you pay for,https://www.amazon.in/gp/customer-reviews/RYWDWQO4UYU08/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 14 HoursColour: Charcoal Black
2024-05-06,B0C23MGYWM,5,"Hello Noise,buds are stretched in the body and noise is to much please return the order",R185AFVL99PLFE,0,Everthing is Fine,https://www.amazon.in/gp/customer-reviews/R185AFVL99PLFE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 60 HoursColour: Matte Black
2024-07-18,B0C23MGYWM,3,"My experience with this product.Buds not exactly fit to to my ears, Its only with me I guess.",R37LBMQB4JLUTB,0,Its good but,https://www.amazon.in/gp/customer-reviews/R37LBMQB4JLUTB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 14 HoursColour: Snow White
2024-07-21,B0C23MGYWM,3,The product is good and great,RWY2J879T9TQO,0,Nicee,https://www.amazon.in/gp/customer-reviews/RWY2J879T9TQO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C23MGYWM,22152,4854,Style Name: Buds VS201 60 HoursColour: Forest Green
2024-08-01,B0CQJWQWD9,4,"I bought the Noise Buds N1 in-Ear Truly Wireless Earbuds with Chrome Finish, probably a week ago and here is an overall review of how they are. Here are some of my thoughts:Pros:Build Quality: These look so rad in silver chrome and feels durable too. They are designed to fit snugly in the ear so they never fall out during movement.Sound Quality : Sound quality is pretty good, Audio output is clear and Bass seems to be really neat. It did fine in the testing with good results for clearing calls over the noise on other end thanks to Quad Mic and ENC helping here.Battery Life - 40-hour playtime gives me the best value without having to recharge, further letting my earbuds work all day. The Instacharge feature is a nice addition as well, catering towards fast charging if in case you need to.Connectivity: The BT v5.3 ensures a stable connection with minimal latency, making these earbuds great for watching videos or playing games.Drawbacks of these areCons: Fit for Long Use: These would be comfortable to use in the short term but extended usage could feel slightly uncomfortable Has A Play button stands out at each earphone section This is likely just personal preference, though.Volume: Max volume is a bit quieter than we'd prefer. Although it does work perfectly well for the most part, some users may find that they need a little more in very noisy environments. In conclusion, the Noise Buds N1 are very well priced and for that price tag, you get a lot of features and decent performance. I have and would continue to recommend this product as a solid, reliable pair of wireless earbuds.",RGV2CVMLNFZBE,5,good experience,https://www.amazon.in/gp/customer-reviews/RGV2CVMLNFZBE?ASIN=B0CQJWQWD9,9168,5309,Colour: Green
2024-06-13,B0CQJWQWD9,4,"I recently purchased the Earbuds N1 and overall, I am quite satisfied with my experience. Here are my thoughts:**Sound Quality:** The sound quality is decent, providing clear and balanced audio. Whether it's for music, calls, or podcasts, the earbuds perform well across various audio formats.**Fit:** The fit of the earbuds is also good. They are comfortable to wear for extended periods without causing any discomfort, making them ideal for daily use.**Connectivity:** One of the standout features is the fast connectivity. Pairing the earbuds with devices is quick and seamless, ensuring a hassle-free experience.**Build Quality:** The only downside I found is the build quality of the case. It could be improved to match the overall quality of the earbuds themselves. The case feels a bit flimsy and could use a more robust construction.**Conclusion:** Despite the minor issue with the case, the Earbuds N1 are a great choice with good sound quality, comfortable fit, fast connectivity, and a useful gaming mode. I would recommend them to anyone looking for reliable and affordable earbuds.",R1QSYVUT7TT11J,17,"""Great Sound and Comfort with Fast Connectivity – Slightly Flimsy Case""",https://www.amazon.in/gp/customer-reviews/R1QSYVUT7TT11J?ASIN=B0CQJWQWD9,9168,5309,Colour: Black
2024-07-31,B0CQJWQWD9,4,Been using it for the past 2 months. The battery lift is as expected. It lasts a whole day of constant use. The volume control and music control is a bit finiky. The sound is good and loud and clear. Good earbuds overall,REZTB1LKC71R1,0,Good value for money.,https://www.amazon.in/gp/customer-reviews/REZTB1LKC71R1?ASIN=B0CQJWQWD9,9168,5309,Colour: Blue
2024-07-21,B0CQJWQWD9,4,"I recently purchased the Noise N1 Airbuds, and I am thoroughly impressed! The sound quality is exceptional, with deep bass and clear treble that makes listening to music a delight. The ergonomic design ensures a comfortable fit, even during extended use, and the buds stay securely in place, making them perfect for workouts.The battery life is outstanding, easily lasting through a full day of use with quick and efficient recharging from the compact case. The touch controls are intuitive and responsive, allowing me to manage my music and calls effortlessly. Additionally, the Noise N1 Airbuds offer excellent noise cancellation, providing an immersive audio experience by blocking out background noise effectively.Overall, the Noise N1 Airbuds deliver fantastic performance at a great price. They have exceeded my expectations in every way, and I highly recommend them to anyone in need of high-quality, reliable wireless earbuds.",R3GLZ1N7A1SWYI,1,"Average buds , you can definitely try at this price range ...",https://www.amazon.in/gp/customer-reviews/R3GLZ1N7A1SWYI?ASIN=B0CQJWQWD9,9168,5309,Colour: Blue
2024-07-22,B0CQJWQWD9,4,"I totally feel for the packing, the in hand feel of this product. Also this is super compact that doesn't even feel like having it in my pocket. Decent mic, phone calls are audible and extremely good sound quality. The touch control works just fine. And the most important thing is it gets connected to my devices so easily. For 999 this product is excellent and good value for money.",R6OUPRWQ1F4IU,0,"In love with the packing, and the feel",https://www.amazon.in/gp/customer-reviews/R6OUPRWQ1F4IU?ASIN=B0CQJWQWD9,9168,5309,Colour: Beige
2024-08-05,B0CQJWQWD9,4,I love the base and sound is good and battery backup is amazing and buds box is decent and one thing I don't like about this product is instruction is written tap thrice in right buds next song Play but mostly time it doesn't work only sound up not next song Play,R3LBNNSLZRB2RB,0,Good at price,https://www.amazon.in/gp/customer-reviews/R3LBNNSLZRB2RB?ASIN=B0CQJWQWD9,9168,5309,Colour: Beige
2024-07-24,B0CQJWQWD9,4,The product is sleek and comfortable on the ear. It has a good battery life. Sound quality could have been better.,R128UCQGEXI1OA,0,Pretty good in the price range,https://www.amazon.in/gp/customer-reviews/R128UCQGEXI1OA?ASIN=B0CQJWQWD9,9168,5309,Colour: Black
2024-07-29,B0CQJWQWD9,4,"Comfortable to wear, good performance, good battery life and clear sound",R1FNJFJLWDNOX5,0,Good product,https://www.amazon.in/gp/customer-reviews/R1FNJFJLWDNOX5?ASIN=B0CQJWQWD9,9168,5309,Colour: Blue
2024-07-03,B0CQJWQWD9,4,"Though I'm not a tech expert but here is my review.Loudness (5/5): audio is quite loud. Even at 50-60% volume, it feels a lot.Bass (3.5/5): You can feel the vibrations in some cases when the bass is too high. But generally, it wont affect much.Audio Clarity (4/5): Audio clarity is good. You can hear the words clearly.Comfort (3/5): The buds fit in but the there is a slight discomfort for some days. It's still taking time for me to be used to it.Noise Cancellation (4/5): I have used these in gyms, at 50% volume there is not much noise cancellation. But as you go with higher volume, noise cancellation works in.Mic (3/5): Little annoying tbh. On whatsapp calls or in public, you will have to speak a bit lowder. But on normal calls, voice is clear to the other person.Charging (4/5): Charged it once when it arrived and till now i don't there has been a need to charge it again. They could have given a way to see how much battery of case is remaining.Overall (3.9/5): I have been using this for 4-5 days and purchased this for 999. Till now, i would say it can be a go-to option if you have a low budget of under 1k. The case is small and it does come in handy but at the same time you have to be careful that it doesn't fall from your hands.",RTNCLBQCFLF8V,0,Good option under 1k. Highly recommended.,https://www.amazon.in/gp/customer-reviews/RTNCLBQCFLF8V?ASIN=B0CQJWQWD9,9168,5309,Colour: Black
2024-07-25,B0CQJWQWD9,4,"The Noise N1 Has a great Performance,  However I felt the stability isn't that good cause it gets disconnected every 2/5 times .The battery life is fantastic it gives almost three days in medium usage. Easy to register for warrenty service.Overall it's Great I love it . For medium usage just close your eyes and go for it",R2EP1W12T0I5OC,0,Love for music lovers ,https://www.amazon.in/gp/customer-reviews/R2EP1W12T0I5OC?ASIN=B0CQJWQWD9,9168,5309,Colour: Black
2022-08-06,B092ZFV1FC,3,"I had taken this earphones less than a year agoI was happy with the sound but after 3-4 months the left ear's battery started to drain fast(even though i use both the earbuds together)So I gave it for replacement.Got another one, this new one battery too started to drain from the left earbud, and now the right earbud also is draining within 1.5hr after full chargeThe battery of this earphone is badWhile the only good thing about this is the sound qualityIf you would ask me would I recommend this earphoneMy answer would be noBased on my experienceUpdate:I gave the 2nd airbuds+ for replacement.Got it after 15 normal days( 10 business days)This 3rd one also has a problem, when I use  one earbud while the other one is in the charging case, and if I remove the earphone from the case that earbud approx  65% of the time doesn't work, so I have to reset both the earbuds with the provided reset button in the charging case.I don't know if it's my bad luck that i got all defected product or this product is built that way.Still I wouldn't recommend this earphoneThe company provided 1year of warranty.But what if your earphone is in the service for 15-20 days.Will this company extended our warranty?",R1NGCT3A1XHDHK,19,Good sound with bad battery life,https://www.amazon.in/gp/customer-reviews/R1NGCT3A1XHDHK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Pearl White
2024-02-23,B092ZFV1FC,3,"I won't recommend this product.Been a hassle all along. Mic, connectivity, battery everything. Below average. Not reliable.",R2EAFXIVQXALWF,0,1.5 years later,https://www.amazon.in/gp/customer-reviews/R2EAFXIVQXALWF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Jet Black
2024-02-15,B092ZFV1FC,3,Just ok product for the price,RQE2JNMWV3BXN,0,Just ok,https://www.amazon.in/gp/customer-reviews/RQE2JNMWV3BXN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Pearl White
2022-02-11,B092ZFV1FC,3,"I’m going to give honest review after 2 weeks of use.1. Sound quality is great for the price , noise cancellation was not that good, if u are driving and talking the other person might face difficulty in listening and u will also not be also be hear properly.2. The Bluetooth it has doesn’t get connected easily, I’ve tried to use it to my laptop and other mobile phones if doesn’t connect easily.3. It fits perfectly on one ear and keeps falling off from the left ear, they should have provided extra which they didn’t !4. The box/case it easily gets scratches as u can see in the picture I use them n keep it in my purse with keys and it gets scratches so I think we need to get a case protector to avoid that.Apart from all these it gives us huge batter life which I feel is a plus point.So if u are Planning for a budget friendly n elegant looking then go for it.",R2DNZLUULBHDAS,1,Given honest review,https://www.amazon.in/gp/customer-reviews/R2DNZLUULBHDAS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Jet Black
2021-11-07,B092ZFV1FC,4,">really irritates when I am connected my iPhone 12 with noise air buds and suddenly when I get a call , after attending it from air buds , it doesn’t automatically transfers call to the air bud, I have to manually switch from phone mic to air buds Bluetooth during the middle of call>touch it very decent but when watching videos lying on bed, when the pillow accidentally touches the ear bud, it switches to next video,,,kinda irritating again>case and buds are so glossy and shiny and prone to scratches, better to opt for some case cover> sound quality is decent but …. But… bass lovers won’t find this interestingPros:Battery lasts like hell, I have never ran outta batteryTo be honest bought it as it looked like the   air pod clone except the noise logo on the buds and case for that matter. my colleague advised to remove logo by wiping with some scent or deodorant , I didn’t you do it and the one reading this review you!!! Yes you !! You also don’t do!!!!!! If are planning to buy it obliviously ✌3.8/5⭐️",R1BEJ1VY4WEYIB,0,After 20 plus days of using,https://www.amazon.in/gp/customer-reviews/R1BEJ1VY4WEYIB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Pearl White
2021-11-03,B092ZFV1FC,3,"I have purchased noise airbuds+ on 26th July and it worked fine like any other TWS which i have used in the past. The sound quality is not a complaint at all, it has great sound emitting drivers and connectivity is superb but what wasn't pleasing was the fit. At start my ears used to hurt after long sessions of lectures, song playback or while watching any movie, as they were not comfortable to my ear (now this may differ from person to person depending on the size of the ear). Fast forward to November and i noticed a problem in them, suddenly out of no where the right bud's touch sensor is not working at all. I have tried resetting and re-pairing to my phone but still it wouldn't work.If the sellers can help me in any way as the product is still in warranty it will be very much appreciated. If not then noise brand is what i am done with.",R1VCDKFPNSPQ8B,1,Please refund my money and take your product back.,https://www.amazon.in/gp/customer-reviews/R1VCDKFPNSPQ8B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Pearl White
2021-08-01,B092ZFV1FC,3,Beware :if you have small ears DONT BUY! Second touch sensitivity is very bad and not consistent!Looks and design  : 4.5 very beautiful almost apple like.Setup: 5 . In minutes it can be setup on apple or android phones.Performance: 4 out of 5  in sound quality for music as well as  call. Very balanced with all notes .. don’t worry about 6 mm driver its beast when adjusted to ear canal properly.Comfort: 3 the size of the main hood is bigger .. smaller ears ( my case) it hurts.. little better after changing the tops to small.. snug fit after little adjustment but not anc but rather the ear feel stuffy( completely dependent who like in year or half in ear type) .Touch response:2-3 lot of improvements needed here . Inconsistent and laggy but once you come to know where to tap one can manage.. fits I thought it was faulty… but it was latency in response.,R1QD82OEH4APRG,5,Good but not great! Lot to catch up.. not good at the price point !,https://www.amazon.in/gp/customer-reviews/R1QD82OEH4APRG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Pearl White
2023-10-07,B092ZFV1FC,3,"The battery life of the earbuds is quite impressive. However, the product's overall quality may not meet the expected standards. If you accidentally drop it once or twice, it could lead to issues, and claiming the warranty can be a challenging process.",R3KXHFZMLUCUNS,0,Product Review,https://www.amazon.in/gp/customer-reviews/R3KXHFZMLUCUNS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Pearl White
2024-08-04,B092ZFV1FC,1,"It's case doesn't work, battery is very bad,one buds size large from right side,there for case is not close perfectly",R1ENP5VB5ZLX0X,0,Very bad ,https://www.amazon.in/gp/customer-reviews/R1ENP5VB5ZLX0X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Jet Black
2023-12-13,B092ZFV1FC,3,Thiky thiky,R1WLW366OBPAV6,0,Thiky thiky,https://www.amazon.in/gp/customer-reviews/R1WLW366OBPAV6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B092ZFV1FC,16498,5133,Colour: Pearl White
2024-07-31,B09Y5MK1KB,4,"Good product at affordable price, feel premium",R12TA6FNDA7KPJ,0,premium product,https://www.amazon.in/gp/customer-reviews/R12TA6FNDA7KPJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Snow White
2024-07-22,B09Y5MK1KB,4,"It's a good value for money. The mic quality, touch control, noise cancellation provides you a premium and great sound quality. Overall it's a great product from noise.",R1SF7JCEBVKYAR,0,Review,https://www.amazon.in/gp/customer-reviews/R1SF7JCEBVKYAR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Mint Green
2024-07-28,B09Y5MK1KB,4,Premium model in affordable price is always double offer....Sound is perfect.,RKL5IGKZ7HH2B,0,Stylish,https://www.amazon.in/gp/customer-reviews/RKL5IGKZ7HH2B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Midnight Blue
2024-08-01,B09Y5MK1KB,4,Good,R3GL4VV8W25B95,0,Good,https://www.amazon.in/gp/customer-reviews/R3GL4VV8W25B95/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Mint Green
2024-07-30,B09Y5MK1KB,4,Nice one good bassValue for money,R267H3YBX9IHAY,0,Supper,https://www.amazon.in/gp/customer-reviews/R267H3YBX9IHAY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Midnight Blue
2024-07-20,B09Y5MK1KB,4,Production is good.. But some time connection is not possible,RX5GZIS72H1XU,0,Noise,https://www.amazon.in/gp/customer-reviews/RX5GZIS72H1XU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Charcoal Black
2024-07-17,B09Y5MK1KB,4,Case magnet  is not good. Top of the case gets closed automatically and does not remain open. Rest everything is fine as per the price range.,R172NZXGQ3KUKS,0,Noise buds review,https://www.amazon.in/gp/customer-reviews/R172NZXGQ3KUKS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Mint Green
2024-07-13,B09Y5MK1KB,4,The earbuds fit in the ear properly and it provides amazing call quality !! The sound quality at this range is really nice !!,RFMP33F8X79QC,0,Call and sound quality,https://www.amazon.in/gp/customer-reviews/RFMP33F8X79QC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Charcoal Black
2024-07-22,B09Y5MK1KB,4,"Amazing music clarity, value for money and good features",R11CDI234ITDKK,0,Good product,https://www.amazon.in/gp/customer-reviews/R11CDI234ITDKK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Mint Green
2022-06-20,B09Y5MK1KB,4,"HONEST REVIEW :-I got these buds in ₹895/- and I only buy earbuds because of the music, movies, series...MUSIC EXPERIENCE- 4.5/5 (Tbh I like to hear balanced music like crystal clear sound with a balanced bass but yeah if you are bass lover then just think again before buying it)BATTERY - 5/5HYPERSYNC - 5/5BLUETOOTH - 3.5/5 (I checked the box and there it's written Bluetooth 5.3 but its range is low and that's not up to my expectations... But It will work for me...) So yeah if you are just buying it for Bluetooth 5.3... just think again...INSTACHARGE- 5/5 It actually works very well...BUDS- 4.5/5 ( In ear design is good and they fits perfectly also you can do workout, exercise, running etc... but if your own ears are somewhat different like so big then it's your problem Although it comes with different buds sizes so u can try them...;)Buds are really so light so yeah I personally like them...CALLING EXPERIENCE (VOICE/VIDEO CALL) 3.5/5These buds don't come with ANC Mode so please don't buy them just for ANC...And incall range is too low... :(  which I really don't expected... (But It will work for me)CASE- (Plastic body) comes with Matt finished, size- medium like niether big nor small... I personally don't like the VS103 case... But this case is pretty good.So atlast If you guys have also got this in ₹895/-or even in ₹999 I think it's a good deal... But currently these are showing the price ₹1719 which is somewhat expensive because in this price range other TWS like oppo enco buds which is currently of ₹1800 which I thinks a better option because they are like all rounder...So the choice is yours ...For me this is the best option... Because first of all i really use buds for like 1-2hr in a day just for music only ... If I am in home i just prefer to watch movies or series without buds... Only if I am outside then I will use them for movies or series...I hope my review will help you guys ... I tried to keep it short but failed haha ...",R2XES5SVJG8YP1,926,BUDGET TWS,https://www.amazon.in/gp/customer-reviews/R2XES5SVJG8YP1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09Y5MK1KB,28221,9794,Colour: Snow White
2024-07-02,B0C24KBK24,4,Bahut aachi quality hai,R1YZNK2HLCJ49R,0,Nice,https://www.amazon.in/gp/customer-reviews/R1YZNK2HLCJ49R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-06-28,B0C24KBK24,4,Very cool product,R15HE56D16EW69,0,Amazing,https://www.amazon.in/gp/customer-reviews/R15HE56D16EW69/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Jet BlackStyle Name: Buds VS401
2024-06-29,B0C24KBK24,4,Nice,R6Z0OXY3XYMKA,0,Pod,https://www.amazon.in/gp/customer-reviews/R6Z0OXY3XYMKA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-07-29,B0C24KBK24,3,,RFGOQ3GWZN57B,0,बहुत अच्छा क्वालिटी का है बड़ा मस्त है अच्छा है देखने में बहुत अच्छा लगता है,https://www.amazon.in/gp/customer-reviews/RFGOQ3GWZN57B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Neon WhiteStyle Name: Buds VS402
2024-07-19,B0C24KBK24,3,I like,R25ICO97GZUVME,0,Nice,https://www.amazon.in/gp/customer-reviews/R25ICO97GZUVME/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Neon WhiteStyle Name: Buds VS402
2024-06-14,B0C24KBK24,4,Ye अच्छा बज रहा है,R2RJMZHCP0LDUL,0,बेस्ट,https://www.amazon.in/gp/customer-reviews/R2RJMZHCP0LDUL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-06-06,B0C24KBK24,4,Good choice to money according to price and color is so nice,RV73JTS52XUE,0,Worth money,https://www.amazon.in/gp/customer-reviews/RV73JTS52XUE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Calm BeigeStyle Name: Buds VS401
2024-01-13,B0C24KBK24,3,"I've been using these buds on a daily basis for the past 8 months now and here's my honest review:1. Sound quality - Decent for the price range, but not impressive out of the box. Had to tinker around with EQ settings a lot before they sounded good. The highs and bass are acceptable but the mids are not impressive at all. So the sound signature is pretty average. The volume is sufficient and if you manage to get a good fit, it will drown much of the outside noise.2. Battery backup - pretty good. Lasts a week for the case and buds have given me 6-7 hrs max on low latency mode.3. Build quality - This leaves me unimpressed as the case is a scratch magnet and the logo will fade within a month if you store it in your backpack or even your pocket. Even the buds get scratched eventually due to the sliding case mechanism. But this doesn't affect the functioning of the buds in any way, just the aesthetic.4. Ergonomics - Good enough for the price range5. Connectivity - Easy and simple. Connects quickly each time once pairing is complete and call quality and clarity is also pretty good.6. Price - justified to a certain extent. But you can always add a bit more and go for something just a bit better if you're upgrading from something older. If this is your first tws, then you can definitely get one and experience the use case before upgrading.Overall rating - Solid 3/5",R2ZSPOVO4RP7DT,62,Practical review after 8 months of use,https://www.amazon.in/gp/customer-reviews/R2ZSPOVO4RP7DT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-06-04,B0C24KBK24,4,Quite good go for it though it gets hot while charging,R3A74RM7UX0PHP,0,Good,https://www.amazon.in/gp/customer-reviews/R3A74RM7UX0PHP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-07-02,B0C24KBK24,3,bahut accha h sound bhi achha,R2DJ8AOPAV5YP,0,good,https://www.amazon.in/gp/customer-reviews/R2DJ8AOPAV5YP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C24KBK24,10973,3648,Colour: Neon WhiteStyle Name: Buds VS402
2024-07-29,B0B51CFSC3,4,Nice,R12ARUL2GHGR09,0,Over all good,https://www.amazon.in/gp/customer-reviews/R12ARUL2GHGR09/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B51CFSC3,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-07-29,B0B51CFSC3,4,Good,R188WME3H4NHK8,0,Nice,https://www.amazon.in/gp/customer-reviews/R188WME3H4NHK8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B51CFSC3,10973,3648,Colour: Calm BeigeStyle Name: Buds VS401
2024-07-22,B0B51CFSC3,4,Product good for use money Worth.litty weight compared to other tws,R1I68GDF5EYVHY,0,Good product,https://www.amazon.in/gp/customer-reviews/R1I68GDF5EYVHY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B51CFSC3,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
